MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,MSZoning_RL,MSZoning_RM,LotShape_Reg,LandContour_Other,LotConfig_CulDSac,LotConfig_Other,Neighborhood_Edwards,Neighborhood_NridgHt,Neighborhood_Other,Neighborhood_Somerst,Condition1_Norm,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Hip,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior2nd_Plywood,Exterior2nd_VinylSd,ExterQual_Other,ExterQual_TA,Foundation_PConc,BsmtQual_Gd,BsmtQual_Other,BsmtQual_TA,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_Unf,HeatingQC_Gd,HeatingQC_TA,KitchenQual_Gd,KitchenQual_Other,KitchenQual_TA,Functional_Typ,GarageType_Detchd,GarageType_None,GarageType_Other,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_TA,SaleType_WD,SaleCondition_Normal,SaleCondition_Partial,SalePrice
0.07337496353744775,-0.20714170777431132,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,0.510471644008618,0.5754248369676035,-0.2886528311122454,-0.4593025408311876,-0.7995912728388251,1.1618515874685553,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.9122097711603002,-0.9512264882332893,0.31172464418307205,-0.7521758378613592,0.2165031608388436,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,-1.599111099180035,0.1387774889497933,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.34727321973650555
-0.8725627562389217,-0.09188637231949037,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,-0.5745717100894788,1.171992119373828,-0.2886528311122454,0.4664649160883461,0.42912477844292635,-0.7951632272572445,-0.12024172373467248,-0.8199643654586394,3.948809348331338,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.31868326571034533,0.6004949339126351,0.31172464418307205,1.6261947918523714,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,-0.489110050937792,-0.6144386220786311,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0.007288320622424051
0.07337496353744775,0.07347997855047012,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,0.3222498376854787,0.09290718208021594,-0.2886528311122454,-0.3133687545187488,-0.5685099516290467,1.1893506246778172,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,-0.31868326571034533,0.6004949339126351,0.31172464418307205,-0.7521758378613592,-0.07036145903455729,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,0.9908913467185322,0.1387774889497933,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.5361537192443286
0.3098593934815401,-0.09689747386100432,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,-0.5745717100894788,-0.49927357619066876,-0.2886528311122454,-0.6873240819443732,-0.4294114113360265,0.9372761169262505,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.29676325272497744,0.6004949339126351,1.6503069397927341,-0.7521758378613592,-0.1760484242510734,4.092523739317571,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,-1.599111099180035,-1.3676547331070554,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,-0.5152810613492198
0.07337496353744775,0.37514829134961014,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,1.3630057079428368,0.4635684715164364,-0.2886528311122454,0.1996797129859189,0.12468445635917562,1.6178772878554806,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.21145358120204893,1.527656289595623,0.6004949339126351,1.6503069397927341,0.7801971853099035,0.5637603322645395,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,2.100892394960775,0.1387774889497933,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0.8698426017081494
-0.1631094664066446,0.3606160968792197,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.5745717100894788,0.632449650727022,-0.2886528311122454,-0.596115465499099,-1.0338254677225447,0.5018746944462716,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.21145358120204893,-0.934129784145668,-0.9512264882332893,0.31172464418307205,-0.43293145803401284,-0.25153911369144205,-0.3593249004055313,10.802446267979857,-0.2702083542015609,1.3237359981507422,1.3608916961326132,0.8919935999782177,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,-0.47750496144765514
-0.8725627562389217,-0.04337890939763529,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,0.45511228920769464,2.029557587832776,-0.2886528311122454,1.4332762504082532,1.3362221052622,-0.7951632272572445,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.29676325272497744,0.6004949339126351,0.31172464418307205,1.283007083537974,0.15611060928654868,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,0.6208909973044512,-0.6144386220786311,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1.587588499837877
0.07337496353744775,-0.013512744210212127,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,0.7540528051326804,0.9109939333211048,-0.09022046788626462,0.11303152736290836,0.01852743085950115,1.45746623746812,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.29676325272497744,2.1522163560585597,0.31172464418307205,1.1233848936243007,2.3755368788333873,3.37237175348001,-0.11633928614822256,-0.2702083542015609,0.6180240933165219,1.7308920455466943,0.8919935999782177,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0.2402409366820725
-0.1631094664066446,-0.44065903960886155,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,-0.5745717100894788,-0.9730181828073765,-0.2886528311122454,-0.2404018613625294,-0.2338859879300973,0.9281097711898298,-0.12024172373467248,-0.8199643654586394,-0.24106103579929677,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,4.32857919166548,0.9122097711603002,2.1522163560585597,0.31172464418307205,-0.03387598324982984,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,-0.859110400351873,0.1387774889497933,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.6424605976844873
3.147672552810648,-0.31037039952949874,-0.7951514718918303,0.38174271465157283,-1.0687338036406382,-1.689368497954768,-0.5745717100894788,0.8934478367797453,-0.2886528311122454,-0.151473460328387,-0.06809617671954853,-0.7951632272572445,-0.12024172373467248,1.1078101491462133,-0.24106103579929677,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,4.32857919166548,-0.934129784145668,2.1522163560585597,-1.02685765142659,-0.7521758378613592,-0.644090698781359,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.08768781151769862,-1.9691114485941161,0.1387774889497933,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,-0.7923057939606936
